# Rime user dictionary
#@/db_name	clover.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	82043
#@/user_id	Window-Corp
a 	啊	c=355 d=2.17411 t=82043
wu shui 	污水	c=3 d=3.15326e-11 t=82043
wu song 	吴淞	c=1 d=3.23408e-44 t=82043
wu tan 	物探	c=3 d=4.76228e-18 t=82043
wu ti 	物体	c=4 d=3.0083e-73 t=82043
wu tian 	五天	c=2 d=2.84137e-21 t=82043
wu tiao 	五条	c=1 d=1 t=58160
wu wu 	无误	c=1 d=0.726149 t=82043
wu xia mi 	呒虾米	c=1 d=1.00065e-37 t=82043
wu xian 	无线	c=3 d=4.42173e-18 t=82043
wu xian 	无限	c=2 d=0.142987 t=82043
wu xiang 	五项	c=1 d=2.16197e-12 t=82043
wu xiao 	无效	c=2 d=1.97045 t=81800
wu xu 	无需	c=2 d=2.86048e-41 t=82043
wu xu 	无须	c=1 d=1.37521e-13 t=82043
wu ye 	吴叶	c=3 d=0.00557201 t=82043
wu ye 	物业	c=1 d=1 t=81018
wu yi 	五一	c=4 d=7.58874e-40 t=82043
wu yong 	无用	c=4 d=0.00261565 t=82043
wu yu 	无语	c=1 d=1 t=54488
wu yu lun bi 	无与伦比	c=2 d=1 t=68465
wu yu wu qiu 	无欲无求	c=1 d=1 t=66799
wu yue 	五月	c=1 d=6.46431e-74 t=82043
wu yue shu 	无约束	c=2 d=1.00004 t=47917
wu yue tian 	五月天	c=1 d=1 t=64830
wu zhang ai 	无障碍	c=3 d=1.92312 t=68533
wu zhi 	物质	c=1 d=1 t=71440
xi 	习	c=1 d=2.74131e-11 t=82043
xi 	吸	c=3 d=6.05712e-70 t=82043
xi 	息	c=1 d=4.64607e-12 t=82043
xi 	戏	c=2 d=1 t=72708
xi 	洗	c=1 d=1.56235e-14 t=82043
xi 	系	c=11 d=0.574072 t=82043
xi 	细	c=14 d=1.51566e-10 t=82043
xi 	西	c=30 d=0.22091 t=82043
xi 	锡	c=1 d=1.0527e-16 t=82043
xi an 	西安	c=29 d=1.38079 t=82043
xi an ban 	西安办	c=1 d=2.99733e-32 t=82043
xi an lu 	西安路	c=3 d=1.09757e-07 t=82043
xi ban ya 	西班牙	c=1 d=2.23586e-25 t=82043
xi bei 	西北	c=3 d=7.57238e-19 t=82043
xi bei ce 	西北侧	c=1 d=1 t=47585
xi bu 	细部	c=4 d=1.52798e-17 t=82043
xi bu 	西部	c=1 d=6.03383e-28 t=82043
xi ce 	西侧	c=25 d=3.17673e-10 t=82043
xi duan 	西段	c=1 d=1.74693e-63 t=82043
xi fen 	细分	c=1 d=3.83337e-44 t=82043
xi fu 	媳妇	c=1 d=4.39879e-45 t=82043
xi gan gong 	系杆拱	c=1 d=1 t=69110
xi gua 	西瓜	c=3 d=5.17115e-07 t=82043
xi hou men 	西堠门	c=1 d=5.90832e-16 t=82043
xi hua 	细化	c=1 d=2.00678e-18 t=82043
xi huan 	喜欢	c=6 d=0.0977834 t=82043
xi jie 	细节	c=7 d=1.34305e-16 t=82043
xi jin ping 	习近平	c=1 d=1 t=59832
xi le 	喜乐	c=1 d=1 t=67193
xi liang 	系梁	c=3 d=4.62567e-39 t=82043
xi liang 	西凉	c=3 d=2.26103e-39 t=82043
xi lie 	系列	c=2 d=1.65811e-08 t=82043
xi mian nai 	洗面奶	c=1 d=5.70395e-43 t=82043
xi na 	吸纳	c=0 d=0.0384812 t=82043
xi na gong mu 	西那公募	c=1 d=1 t=50908
xi na han zu na 	西那汉族那	c=1 d=4.95725e-10 t=82043
xi na zai 	西那在	c=1 d=8.03475e-15 t=82043
xi nan 	西南	c=3 d=1.62844 t=47560
xi niu 	犀牛	c=4 d=2.92639 t=80482
xi o guo 	系哦过	c=1 d=1 t=81898
xi ou 	西欧	c=0 d=0.1 t=45934
xi qu 	吸取	c=1 d=1 t=46756
xi shu 	洗漱	c=3 d=3.20146e-13 t=82043
xi shu 	稀疏	c=1 d=8.5316e-15 t=82043
xi shu 	系数	c=60 d=0.071719 t=82043
xi tang 	喜糖	c=1 d=1 t=62182
xi tong 	系统	c=66 d=2.2052 t=82043
xi tong yong 	系统用	c=1 d=1 t=48768
xi wang 	希望	c=5 d=0.00687448 t=82043
xi wei 	席位	c=1 d=5.85034e-47 t=82043
xi xi 	洗洗	c=1 d=6.21653e-26 t=82043
xi xi xi 	嘻嘻嘻	c=2 d=1 t=69077
xi yan shen 	西延伸	c=1 d=5.423e-37 t=82043
xi yi fu 	洗衣服	c=1 d=1 t=44532
xi yi ji 	洗衣机	c=1 d=1 t=44582
xi you 	西柚	c=1 d=1.66722e-43 t=82043
xi zao fang 	洗澡房	c=1 d=2.28205e-89 t=82043
xi zha 	西闸	c=12 d=8.52434e-05 t=82043
xi zhuang 	西装	c=1 d=1.03098e-06 t=82043
xia 	下	c=288 d=2.07163 t=82043
xia 	侠	c=5 d=1.08421e-10 t=82043
xia 	夏	c=6 d=2.71683e-23 t=82043
xia 	瞎	c=3 d=0.280832 t=82043
xia ai 	狭隘	c=1 d=2.17452e-80 t=82043
xia ban 	下班	c=9 d=1.86095e-05 t=82043
xia bian 	下边	c=1 d=7.46713e-06 t=82043
xia biao 	下表	c=6 d=0.670284 t=82043
xia bu 	下部	c=47 d=0.937067 t=82043
xia bu jie gou 	下部结构	c=1 d=3.92841e-38 t=82043
xia che 	下车	c=1 d=1.90333e-13 t=82043
xia chen 	下沉	c=1 d=1.00655e-18 t=82043
xia chuan 	下穿	c=1 d=1.89939e-18 t=82043
xia ci 	下次	c=11 d=7.04928e-05 t=82043
xia dan 	下单	c=4 d=9.31024e-21 t=82043
xia de 	下的	c=1 d=1 t=68101
xia ding 	下定	c=1 d=1.9145e-23 t=82043
xia fan 	下凡	c=1 d=1 t=46561
xia fang 	下方	c=2 d=8.89036e-29 t=82043
xia ge 	下个	c=2 d=4.82155e-07 t=82043
xia ge mu 	下个木	c=1 d=1 t=66044
xia ge yue 	下个月	c=2 d=2.5205e-23 t=82043
xia jia 	下家	c=2 d=1 t=82041
xia jia 	下架	c=2 d=1 t=82042
xia jiang 	下降	c=2 d=2.32592e-19 t=82043
xia jie duan 	下阶段	c=2 d=2.21484e-18 t=82043
xia ke 	下课	c=4 d=6.61185e-42 t=82043
xia la 	下拉	c=2 d=1.96561 t=60541
xia lai 	下来	c=6 d=3.9362e-15 t=82043
xia lie 	下列	c=1 d=2.61971e-36 t=82043
xia men gang 	厦门港	c=1 d=1 t=69801
xia mian 	下面	c=10 d=0.0561426 t=82043
xia mian de 	下面的	c=2 d=4.81515e-15 t=82043
xia niao 	吓尿	c=1 d=1.0083e-09 t=82043
xia qu 	下去	c=6 d=3.63712e-14 t=82043
xia ren 	吓人	c=1 d=2.41231e-95 t=82043
xia ri 	夏日	c=1 d=1.5078e-37 t=82043
xia suo shi 	下所示	c=1 d=6.55754e-66 t=82043
xia tian 	夏天	c=6 d=1.71562e-43 t=82043
xia tu 	下图	c=6 d=6.86566e-18 t=82043
xia wu 	下午	c=14 d=0.255399 t=82043
xia xia lai 	下下来	c=1 d=1 t=57919
xia xuan bi 	下悬臂	c=1 d=1.98749e-22 t=82043
xia xue qi 	下学期	c=1 d=1 t=54987
xia yan 	下沿	c=1 d=1 t=62634
xia yi bu 	下一步	c=1 d=1.55482e-16 t=82043
xia yi ge 	下一个	c=1 d=1.28643e-22 t=82043
xia yi jie duan 	下一阶段	c=1 d=7.15947e-11 t=82043
xia yi shou 	下一首	c=1 d=8.28596e-83 t=82043
xia you 	下游	c=1 d=2.5993e-91 t=82043
xia yu 	下雨	c=2 d=0.331211 t=82043
xia yuan 	下缘	c=2 d=0.00308872 t=82043
xia za dao 	下匝道	c=1 d=0.367879 t=82043
xia zai 	下载	c=39 d=0.116484 t=82043
xia zhi 	下肢	c=2 d=2.44815e-34 t=82043
xia zhou 	下周	c=5 d=6.39375e-20 t=82043
xian 	先	c=66 d=0.926316 t=82043
xian 	县	c=7 d=2.64657e-09 t=82043
xian 	显	c=1 d=1.0481e-82 t=82043
xian 	现	c=7 d=0.909373 t=82043
xian 	线	c=201 d=2.11021 t=82043
xian 	贤	c=1 d=7.47476e-18 t=82043
xian 	限	c=3 d=0.0100017 t=82043
xian ai 	腺癌	c=1 d=4.68448e-50 t=82043
xian ba 	先把	c=1 d=2.06811e-78 t=82043
xian chang 	现场	c=74 d=0.120634 t=82043
xian cheng 	县城	c=1 d=1.30069e-34 t=82043
xian cheng 	现成	c=1 d=1.30721e-34 t=82043
xian cheng 	线程	c=9 d=0.0222592 t=82043
xian chuang 	舷窗	c=1 d=9.88471e-41 t=82043
xian dai 	现代	c=6 d=3.18606e-15 t=82043
xian de 	显得	c=3 d=5.9053e-10 t=82043
xian ding 	限定	c=3 d=1.88343e-07 t=82043
xian du 	限度	c=1 d=5.09763e-15 t=82043
xian duan 	线段	c=22 d=6.49908e-07 t=82043
xian e 	险恶	c=1 d=2.10351e-13 t=82043
xian guan 	县官	c=4 d=4.35294e-10 t=82043
xian hong se 	鲜红色	c=0 d=3.28967e-69 t=82043
xian hong se ang 	鲜红色昂	c=1 d=3.30616e-68 t=82043
xian hou 	先后	c=4 d=3.81665 t=68975
xian jiao 	现浇	c=37 d=1.00624 t=82043
xian jiao duan 	现浇段	c=7 d=2.90291 t=82043
xian jie 	衔接	c=4 d=1.31148e-43 t=82043
xian jie duan 	现阶段	c=2 d=1.7124e-34 t=82043
xian jin 	先进	c=3 d=8.67365e-18 t=82043
xian ka 	显卡	c=7 d=1.75246e-12 t=82043
xian kan 	先看	c=0 d=0.1 t=48402
xian kan kan 	先看看	c=1 d=1 t=48403
xian kuan 	现款	c=1 d=3.03529e-33 t=82043
xian li 	先例	c=1 d=1.78101e-55 t=82043
xian lu 	线路	c=33 d=0.829608 t=82043
xian mu 	羡慕	c=3 d=8.75618e-24 t=82043
xian qi 	先期	c=1 d=1.84194e-39 t=82043
xian qu 	先去	c=2 d=5.71404e-05 t=82043
xian shang 	线上	c=3 d=0.0728029 t=82043
xian shao 	鲜少	c=1 d=6.46033e-08 t=82043
xian shi 	显示	c=65 d=1.18513 t=82043
xian shi 	现实	c=1 d=6.22309e-09 t=82043
xian shi qi 	显示器	c=6 d=3.332e-42 t=82043
xian su 	限速	c=0 d=0.1 t=61682
xian tiao 	线条	c=7 d=8.2944e-06 t=82043
xian tou 	线头	c=1 d=7.81855e-47 t=82043
xian wai 	线外	c=1 d=6.96422e-68 t=82043
xian wei 	纤维	c=3 d=2.41328e-17 t=82043
xian wei 	限位	c=1 d=2.62158e-15 t=82043
xian xia 	线下	c=3 d=3.16142e-12 t=82043
xian xiang 	现象	c=2 d=5.67771e-17 t=82043
xian xin 	闲心	c=1 d=0.00244185 t=82043
xian xing 	线形	c=10 d=0.0160876 t=82043
xian xing 	线性	c=2 d=9.54473e-41 t=82043
xian yang 	咸阳	c=2 d=2.46033e-36 t=82043
xian you 	现有	c=17 d=1.09493e-08 t=82043
xian you de 	现有的	c=1 d=6.75172e-27 t=82043
xian zai 	现在	c=148 d=1.07185 t=82043
xian zai a 	现在啊	c=1 d=2.24623e-50 t=82043
xian zhi 	限制	c=4 d=0.955997 t=82043
xian zhu 	显著	c=2 d=7.95481e-15 t=82043
xian zhuang 	现状	c=54 d=0.0065062 t=82043
xian zi 	仙子	c=0 d=1.75395e-23 t=82043
xian zi a 	仙子啊	c=15 d=0.00726273 t=82043
xiang 	像	c=12 d=3.13593e-05 t=82043
xiang 	向	c=115 d=0.109701 t=82043
xiang 	响	c=1 d=1 t=69805
xiang 	想	c=47 d=0.169485 t=82043
xiang 	湘	c=3 d=3.74349e-92 t=82043
xiang 	相	c=2 d=1.10177 t=61519
xiang 	祥	c=6 d=1.06758 t=82043
xiang 	箱	c=5 d=0.0116786 t=82043
xiang 	翔	c=5 d=2.95702e-12 t=82043
xiang 	项	c=4 d=0.235746 t=82043
xiang 	香	c=7 d=0.261846 t=82043
xiang bei 	向北	c=1 d=1 t=68388
xiang bi 	相比	c=3 d=8.5802e-23 t=82043
xiang ce 	相册	c=1 d=1 t=67026
xiang cha 	相差	c=2 d=3.69397e-20 t=82043
xiang chang 	香肠	c=1 d=1 t=81619
xiang chu 	相处	c=1 d=7.61335e-87 t=82043
xiang cun 	乡村	c=3 d=0.00098294 t=82043
xiang dan 	详单	c=1 d=1 t=66084
xiang dang 	相当	c=2 d=8.33965e-12 t=82043
xiang dang yu 	相当于	c=2 d=1 t=79569
xiang dao 	想到	c=2 d=4.42625e-30 t=82043
xiang deng 	相等	c=2 d=1.98511 t=66559
xiang dui 	相对	c=8 d=2.55112e-18 t=82043
xiang duo 	想多	c=3 d=2.94092 t=64750
xiang fa 	想法	c=3 d=4.9613e-69 t=82043
xiang fan 	相反	c=1 d=1 t=46096
xiang gang 	香港	c=2 d=2.09566e-07 t=82043
xiang guan 	相关	c=66 d=0.0440234 t=82043
xiang guan de 	相关的	c=2 d=3.40938e-14 t=82043
xiang guan xing 	相关性	c=2 d=1.93373e-14 t=82043
xiang gun 	镶滚	c=1 d=1 t=54903
xiang han 	箱涵	c=14 d=9.19773e-06 t=82043
xiang hao can 	向好惨	c=1 d=7.91783e-19 t=82043
xiang hu 	相互	c=3 d=2.79764e-15 t=82043
xiang ji 	相机	c=1 d=1.85011e-91 t=82043
xiang jia 	相加	c=1 d=1.64693e-46 t=82043
xiang jiang 	湘江	c=4 d=7.33871e-92 t=82043
xiang jiao 	橡胶	c=28 d=0.995012 t=82043
xiang jiao 	相交	c=10 d=8.30083e-08 t=82043
xiang jiao 	香蕉	c=2 d=2.99835e-36 t=82043
xiang jiao dian 	橡胶垫	c=1 d=1.29552e-46 t=82043
xiang jiao kuai 	橡胶块	c=1 d=0.00410726 t=82043
xiang jie 	相接	c=3 d=0.491644 t=82043
xiang jin 	相近	c=2 d=5.16395e-20 t=82043
xiang lian 	相连	c=1 d=6.17796e-41 t=82043
xiang liang 	向量	c=5 d=5.51548e-06 t=82043
xiang liang 	箱梁	c=63 d=1.20701 t=82043
xiang lin sao 	祥林嫂	c=1 d=1 t=47980
xiang mu 	项目	c=246 d=3.06536 t=82043
xiang mu bu 	项目部	c=1 d=1.45015e-49 t=82043
xiang nan 	向南	c=1 d=2.27004e-27 t=82043
xiang nei 	箱内	c=3 d=2.17601e-47 t=82043
xiang ni 	想你	c=1 d=1 t=60270
xiang qi 	想起	c=1 d=5.3663e-31 t=82043
xiang qin 	相亲	c=1 d=5.36869e-95 t=82043
xiang qing 	详情	c=1 d=0.211189 t=82043
xiang ri 	向日	c=3 d=2.68466e-30 t=82043
xiang ri kui 	向日葵	c=5 d=0.0203434 t=82043
xiang shou 	享受	c=4 d=1.50028e-37 t=82043
xiang ti 	箱体	c=1 d=7.84012e-50 t=82043
xiang tong 	相同	c=8 d=0.895834 t=82043
xiang tu 	详图	c=1 d=3.22353e-35 t=82043
xiang wen 	想问	c=0 d=0.1 t=66884
xiang wen xia 	想问下	c=1 d=1 t=66885
xiang xi 	详细	c=12 d=0.00224287 t=82043
xiang xia 	乡下	c=2 d=1.86241e-22 t=82043
xiang xia 	向下	c=2 d=1.59151e-28 t=82043
xiang xian 	象限	c=4 d=3.56096 t=78994
xiang xiang 	想想	c=1 d=1.06785e-37 t=82043
xiang xin 	相信	c=3 d=3.86071e-10 t=82043
xiang yang 	襄阳	c=2 d=1.94649 t=81863
xiang yao 	想要	c=2 d=1.04503e-95 t=82043
xiang yi 	相依	c=2 d=1 t=62719
xiang yin 	乡音	c=4 d=2.34116e-37 t=82043
xiang ying 	响应	c=11 d=8.12143e-11 t=82043
xiang ying 	相应	c=15 d=0.431974 t=82043
xiang zai 	想在	c=1 d=2.14739e-50 t=82043
xiang zi 	箱子	c=3 d=1.37185e-43 t=82043
xiao 	小	c=251 d=2.26879 t=82043
xiao 	效	c=0 d=0.1 t=73553
xiao 	晓	c=6 d=1.98478e-06 t=82043
xiao 	校	c=5 d=1.2454e-23 t=82043
xiao ai ren 	小矮人	c=1 d=1.41291e-37 t=82043
xiao ban deng 	小板凳	c=1 d=4.99568e-42 t=82043
xiao bao gao 	小报告	c=1 d=1 t=54502
xiao biao ti 	小标题	c=1 d=7.90142e-24 t=82043
xiao bo lang 	小波浪	c=1 d=1.49305e-39 t=82043
xiao cheng xu 	小程序	c=2 d=4.46863e-33 t=82043
xiao chou 	小丑	c=2 d=1.41705e-42 t=82043
xiao chu 	消除	c=3 d=3.60779e-07 t=82043
xiao de 	小德	c=3 d=2.65613e-22 t=82043
xiao de 	小的	c=2 d=8.68119e-43 t=82043
xiao de 	晓得	c=1 d=8.6379e-43 t=82043
xiao dian dian 	小点点	c=1 d=1 t=64653
xiao fang 	消防	c=1 d=2.68794e-15 t=82043
xiao fei 	消费	c=1 d=1 t=55681
xiao ge ge 	小哥哥	c=1 d=1.51561e-39 t=82043
xiao gou 	小狗	c=2 d=2.80288e-37 t=82043
xiao gu ma 	小姑妈	c=1 d=2.16234e-14 t=82043
xiao gu niang 	小姑娘	c=2 d=0.000314351 t=82043
xiao gui 	小鬼	c=1 d=6.54507e-73 t=82043
xiao guo 	效果	c=28 d=0.978795 t=82043
xiao guo tu 	效果图	c=8 d=0.603506 t=82043
xiao hai 	小孩	c=1 d=1 t=62186
xiao hai zi 	小孩子	c=1 d=0.00524752 t=82043
xiao he 	小鹤	c=3 d=7.72891e-29 t=82043
xiao hei 	小黑	c=1 d=3.47519e-37 t=82043
xiao hui 	销毁	c=1 d=1.07415e-18 t=82043
xiao huo ban 	小伙伴	c=1 d=7.12134e-07 t=82043
xiao huo zi 	小伙子	c=2 d=1.94641e-41 t=82043
xiao ji 	小计	c=2 d=1.30498e-14 t=82043
xiao jie jie 	小姐姐	c=1 d=5.60643e-46 t=82043
xiao kan 	小看	c=1 d=8.13928e-20 t=82043
xiao kuai 	小块	c=1 d=9.17984e-53 t=82043
xiao long xia 	小龙虾	c=1 d=5.08793e-22 t=82043
xiao lv 	效率	c=3 d=0.00228818 t=82043
xiao lv di 	效率低	c=2 d=3.03062e-11 t=82043
xiao ma 	小马	c=1 d=8.39886e-07 t=82043
xiao mao bing 	小毛病	c=1 d=6.9706e-20 t=82043
xiao mi 	小米	c=1 d=2.49874e-68 t=82043
xiao mie 	消灭	c=3 d=5.60547e-38 t=82043
xiao nv sheng 	小女生	c=1 d=0.316637 t=82043
xiao qian 	消遣	c=1 d=8.53831e-83 t=82043
xiao qiao 	小瞧	c=5 d=8.90315e-25 t=82043
xiao qu 	小区	c=8 d=3.16034e-08 t=82043
xiao ri zi 	小日子	c=1 d=1 t=80089
xiao san 	小三	c=0 d=0.000116504 t=82043
xiao san kua 	小三跨	c=1 d=0.00117088 t=82043
xiao shao 	蟏蛸	c=1 d=1 t=62474
xiao shi 	小事	c=3 d=1 t=53521
xiao shi 	小时	c=6 d=4.16565e-22 t=82043
xiao shi 	消失	c=2 d=2.24937e-37 t=82043
xiao shi hou 	小时候	c=1 d=5.39319e-31 t=82043
xiao shou 	销售	c=4 d=1.50032e-08 t=82043
xiao shu 	小数	c=2 d=5.33985e-38 t=82043
xiao shu dian 	小数点	c=1 d=1 t=60544
xiao tai yang 	小太阳	c=1 d=5.47825e-68 t=82043
xiao wei 	小伟	c=6 d=5.22872e-15 t=82043
xiao wen jian 	小文件	c=1 d=4.93085e-06 t=82043
xiao wen ti 	小问题	c=1 d=1 t=51739
xiao xi 	消息	c=2 d=2.2386e-10 t=82043
xiao xiang liang 	小箱梁	c=33 d=0.00774086 t=82043
xiao xin 	小心	c=11 d=3.4059e-06 t=82043
xiao xing 	小型	c=3 d=1.25888e-35 t=82043
xiao xue 	小学	c=2 d=0.00904991 t=82043
xiao xun 	校训	c=1 d=7.56556e-13 t=82043
xiao yan 	消炎	c=1 d=1 t=50917
xiao yang 	小样	c=2 d=1.00174 t=74212
xiao yi 	效益	c=1 d=1 t=72723
xiao yi dian 	小一点	c=1 d=4.83979e-22 t=82043
xiao yin 	消音	c=1 d=2.90281e-08 t=82043
xiao ying 	效应	c=19 d=7.62328e-08 t=82043
xiao yu 	小于	c=15 d=7.67276e-07 t=82043
xiao zhi yuan 	小职员	c=1 d=0.0151463 t=82043
xiao zi 	小资	c=1 d=1.49259e-06 t=82043
xie 	些	c=8 d=0.29691 t=82043
xie 	写	c=61 d=0.981826 t=82043
xie 	协	c=1 d=2.21897e-24 t=82043
xie 	斜	c=19 d=3.19928e-05 t=82043
xie cheng 	写成	c=1 d=1.67006e-63 t=82043
xie cheng 	携程	c=1 d=0.0132999 t=82043
xie cheng 	斜成	c=1 d=2.02902e-30 t=82043
xie chu 	写出	c=1 d=1 t=53327
xie cuo 	写错	c=3 d=1.4502e-20 t=82043
xie dai 	携带	c=1 d=1.71619e-60 t=82043
xie de 	写的	c=3 d=2.98543e-44 t=82043
xie du 	斜度	c=1 d=1 t=67865
xie fa 	写法	c=1 d=1.05863e-82 t=82043
xie jiao 	斜交	c=14 d=0.0142642 t=82043
xie jiao 	邪教	c=2 d=7.11647e-22 t=82043
xie jie mian 	斜截面	c=16 d=1.09611e-11 t=82043
xie jin qu 	写进去	c=1 d=1.10228e-28 t=82043
xie la 	斜拉	c=4 d=1 t=79753
xie la qiao 	斜拉桥	c=1 d=1.63482e-18 t=82043
xie lou 	泄露	c=2 d=8.25865e-36 t=82043
xie lv 	斜率	c=10 d=2.1343e-21 t=82043
xie mu 	谢幕	c=1 d=3.52771e-37 t=82043
xie qiao 	斜桥	c=1 d=1 t=73614
xie ru 	写入	c=14 d=0.203272 t=82043
xie shang 	协商	c=1 d=1 t=57628
xie shi 	写实	c=1 d=5.43668e-96 t=82043
xie shui 	泄水	c=7 d=1.2108e-35 t=82043
xie tiao 	协调	c=6 d=1.57196e-05 t=82043
xie tong 	协同	c=5 d=0.0023461 t=82043
xie wan 	写完	c=2 d=2.73743e-20 t=82043
xie xie 	写写	c=1 d=1.22836e-08 t=82043
xie xie 	谢谢	c=31 d=0.172907 t=82043
xie xie ei 	谢谢诶	c=1 d=0.000126534 t=82043
xie xu 	些许	c=1 d=1 t=65170
xie yi 	协议	c=4 d=2.88088e-07 t=82043
xie zai 	卸载	c=15 d=2.38273e-06 t=82043
xie zhu 	协助	c=1 d=1 t=64317
xin 	信	c=12 d=3.25992e-20 t=82043
xin 	心	c=17 d=2.15439 t=82043
xin 	新	c=109 d=0.40836 t=82043
xin 	欣	c=37 d=0.848574 t=82043
xin 	辛	c=1 d=1 t=44587
xin 	鑫	c=1 d=5.12057e-09 t=82043
xin a you 	新阿尤	c=1 d=1 t=73263
xin ban 	新版	c=0 d=1.40199e-35 t=82043
xin dao 	信道	c=0 d=0.1 t=72155
xin de 	心得	c=2 d=1 t=72634
xin de 	新的	c=3 d=3.36331e-05 t=82043
xin dong 	心动	c=1 d=8.1759e-14 t=82043
xin gui fan 	新规范	c=2 d=1.64404 t=79532
xin hao 	信号	c=7 d=2.23898e-12 t=82043
xin hao deng 	信号灯	c=2 d=1.54715e-89 t=82043
xin hua 	新华	c=1 d=1 t=79019
xin ji shu 	新技术	c=1 d=2.1672e-11 t=82043
xin jia bo 	新加波	c=1 d=1.1086e-07 t=82043
xin jia po 	新加坡	c=1 d=1.11415e-07 t=82043
xin jian 	新建	c=29 d=0.214381 t=82043
xin jiu 	新旧	c=1 d=1 t=63233
xin ku 	辛苦	c=4 d=1.2751e-45 t=82043
xin ku qian 	辛苦钱	c=1 d=0.00139481 t=82043
xin lai 	信赖	c=1 d=1.86077e-41 t=82043
xin lang 	新浪	c=4 d=2.83866e-30 t=82043
xin lao 	新老	c=1 d=1 t=65423
xin lei 	心累	c=1 d=1 t=60161
xin li 	心理	c=1 d=4.55237e-37 t=82043
xin li 	心里	c=2 d=9.49108e-25 t=82043
xin mai 	新买	c=1 d=1.14922e-48 t=82043
xin neng 	新能	c=1 d=8.17869e-18 t=82043
xin neng yuan 	新能源	c=1 d=1.58186e-20 t=82043
xin neng yuan de 	新能源的	c=1 d=5.88085e-20 t=82043
xin pin 	新品	c=1 d=1 t=48417
xin qing 	心情	c=2 d=2.84582e-10 t=82043
xin qu 	新区	c=1 d=1 t=50109
xin ren 	信任	c=1 d=2.09573e-87 t=82043
xin ren 	新人	c=1 d=1 t=56989
xin shang 	欣赏	c=2 d=1.22765e-60 t=82043
xin shou 	新手	c=3 d=3.3427e-06 t=82043
xin si 	心思	c=1 d=2.89778e-17 t=82043
xin tai 	心态	c=5 d=5.0959e-11 t=82043
xin wen 	新闻	c=6 d=1.1904e-21 t=82043
xin xi 	信息	c=67 d=0.809254 t=82043
xin xian 	新鲜	c=1 d=4.65541e-65 t=82043
xin xin 	信心	c=1 d=7.66113e-43 t=82043
xin xin 	欣欣	c=1 d=6.27347e-45 t=82043
xin xing 	新兴	c=1 d=1 t=50110
xin xing 	新型	c=3 d=6.64874e-13 t=82043
xin yang 	信仰	c=1 d=1.46124e-21 t=82043
xin yi dai 	新一代	c=1 d=5.35899e-15 t=82043
xin yong 	信用	c=1 d=1.44013e-85 t=82043
xin yong ka 	信用卡	c=1 d=1 t=75598
xing 	兴	c=26 d=3.21425e-30 t=82043
xing 	型	c=11 d=2.65142e-17 t=82043
xing 	幸	c=1 d=1.3815e-96 t=82043
xing 	性	c=53 d=0.00158057 t=82043
xing 	星	c=7 d=1 t=61814
xing 	行	c=69 d=0.00244155 t=82043
xing 	醒	c=2 d=5.46057e-30 t=82043
xing ba 	行吧	c=2 d=2.88913e-70 t=82043
xing che 	行车	c=5 d=1.75306e-16 t=82043
xing chen 	星辰	c=1 d=1 t=47793
xing cheng 	形成	c=4 d=1.06328e-16 t=82043
xing cheng 	行程	c=10 d=2.28713e-34 t=82043
xing dong 	行动	c=1 d=3.11806e-26 t=82043
xing fen 	兴奋	c=1 d=1.31051e-93 t=82043
xing gang 	型钢	c=4 d=1 t=74999
xing hao 	兴豪	c=1 d=0.22313 t=82043
xing hao 	型号	c=17 d=1.39198 t=82043
xing jia bi 	性价比	c=2 d=0.203147 t=82043
xing jiao 	性交	c=0 d=0.1 t=45607
xing jing 	行径	c=1 d=2.08832e-16 t=82043
xing ke 	行客	c=1 d=3.43337e-71 t=82043
xing li 	行李	c=1 d=1 t=80311
xing ming 	姓名	c=1 d=5.05793e-70 t=82043
xing ming 	性命	c=1 d=5.8091e-52 t=82043
xing mu 	醒目	c=1 d=6.84677e-15 t=82043
xing neng 	性能	c=37 d=0.235746 t=82043
xing qi 	星期	c=2 d=4.84572e-07 t=82043
xing qi wu 	星期五	c=1 d=8.47434e-24 t=82043
xing qu 	兴趣	c=2 d=3.13798e-30 t=82043
xing ren 	行人	c=4 d=9.94183e-40 t=82043
xing shi 	型式	c=2 d=2.09098e-09 t=82043
xing shi 	形式	c=39 d=0.0148464 t=82043
xing shi 	行驶	c=1 d=1 t=52859
xing tai 	形态	c=1 d=2.72199e-16 t=82043
xing ti 	形体	c=1 d=1 t=64660
xing wei 	行为	c=1 d=6.79503e-14 t=82043
xing xi 	星系	c=4 d=1.11128e-06 t=82043
xing xian 	性腺	c=0 d=0.1 t=65532
xing zheng 	行政	c=3 d=4.61018e-09 t=82043
xing zhi 	性质	c=3 d=5.34253e-23 t=82043
xing zhuang 	形状	c=6 d=0.543351 t=82043
xiong 	雄	c=1 d=1.45643e-41 t=82043
xiong di 	兄弟	c=3 d=0.028297 t=82043
xiong qiang 	胸腔	c=1 d=1 t=79023
xiong shi 	雄狮	c=1 d=1 t=76796
xiu 	休	c=2 d=2.09447e-42 t=82043
xiu 	修	c=1 d=1.86743e-83 t=82043
xiu 	秀	c=1 d=2.32656e-81 t=82043
xiu 	锈	c=1 d=1.6687e-24 t=82043
xiu ang 	休昂	c=1 d=1 t=61013
xiu bian 	修编	c=1 d=6.01621e-23 t=82043
xiu bu 	修补	c=1 d=2.29801e-24 t=82043
