# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.5.3
#@/tick	11833
#@/user_id	Window-Corp
a 	啊	c=93 d=5.29402 t=11833
yue lai yue 	越來越	c=1 d=1 t=10551
yue shao 	越少	c=1 d=7.71708e-11 t=11833
yun 	雲	c=7 d=1.01734 t=11833
yun che 	暈車	c=1 d=0.0143357 t=11833
yun pan 	雲盤	c=7 d=1.57548 t=11833
yun xing 	運行	c=3 d=0.250324 t=11833
yun xu 	允許	c=2 d=0.427415 t=11833
za 	咋	c=3 d=0.197888 t=11833
za dao 	匝道	c=12 d=3.21175 t=11833
zai 	再	c=21 d=0.435947 t=11833
zai 	在	c=120 d=3.9385 t=11833
zai 	載	c=1 d=2.26187e-14 t=11833
zai gan ma 	在幹嗎	c=1 d=0.0149208 t=11833
zai gan ma 	在幹嘛	c=1 d=0.960789 t=11833
zai jia 	在家	c=3 d=0.332588 t=11833
zai jian 	再見	c=4 d=3.64095e-11 t=11833
zai li mian 	在裏面	c=1 d=0.0569831 t=11833
zai ma 	在馬	c=1 d=0.00535353 t=11833
zai na 	在哪	c=1 d=1 t=11766
zai ni men 	在你們	c=1 d=0.0235177 t=11833
zai shuo 	再說	c=1 d=7.86896e-05 t=11833
zai wai 	在外	c=1 d=1.25924e-06 t=11833
zai xian 	在線	c=2 d=0.00298248 t=11833
zan shi 	暫時	c=5 d=0.0812739 t=11833
zao 	早	c=5 d=1.09191 t=11833
zao 	造	c=2 d=2.20874e-18 t=11833
zao dian 	早點	c=4 d=0.526638 t=11833
zao hua 	造化	c=1 d=0.00367942 t=11833
zao jia 	造假	c=1 d=8.8828e-19 t=11833
zao jia 	造價	c=5 d=0.00886685 t=11833
zao nie 	造孽	c=1 d=0.00416933 t=11833
zao shang 	早上	c=2 d=0.71177 t=11833
zao zhi dao 	早知道	c=1 d=0.000796726 t=11833
ze 	澤	c=3 d=0.377437 t=11833
ze min 	澤民	c=1 d=3.81567e-19 t=11833
zei 	賊	c=1 d=0.101774 t=11833
zen ma 	怎嗎	c=1 d=8.01128e-10 t=11833
zen me 	怎麼	c=17 d=1.16848 t=11833
zen me yang 	怎麼樣	c=1 d=8.59217e-10 t=11833
zen yang 	怎樣	c=1 d=0.0109436 t=11833
zeng jia 	增加	c=3 d=0.0274353 t=11833
zeng liang 	增量	c=2 d=1.80858e-14 t=11833
zeng qiang 	增強	c=2 d=3.23126e-10 t=11833
zeng song 	贈送	c=2 d=1.92312 t=10902
zeng zhi shui 	增值稅	c=1 d=5.39612e-08 t=11833
zha guo 	炸鍋	c=1 d=0.265803 t=11833
zha ji 	炸雞	c=1 d=5.86168e-11 t=11833
zha kai 	炸開	c=1 d=0.392586 t=11833
zhai 	宅	c=1 d=0.00663763 t=11833
zhai yao 	摘要	c=3 d=1.08855 t=11833
zhan 	佔	c=2 d=0.00538036 t=11833
zhan 	展	c=1 d=8.10998e-07 t=11833
zhan 	站	c=5 d=5.68186e-09 t=11833
zhan qiao 	棧橋	c=4 d=0.0503184 t=11833
zhan yong 	佔用	c=2 d=1.57597e-07 t=11833
zhan zai 	站在	c=1 d=1 t=11340
zhan zhang 	站長	c=1 d=0.594521 t=11833
zhang 	張	c=9 d=0.776192 t=11833
zhang 	漲	c=3 d=0.00141715 t=11833
zhang 	章	c=7 d=5.09804 t=9803
zhang hao 	帳號	c=1 d=1.22602e-15 t=11833
zhang hu 	賬戶	c=1 d=0.163654 t=11833
zhang jia 	漲價	c=1 d=0.00367942 t=11833
zhang la 	張啦	c=1 d=2.39594e-15 t=11833
zhang la 	張拉	c=5 d=1.61273e-05 t=11833
zhang la li 	張拉力	c=1 d=2.36027e-15 t=11833
zhang ren 	丈人	c=1 d=0.0202419 t=11833
zhao 	找	c=10 d=0.722026 t=11833
zhao 	趙	c=1 d=0.562705 t=11833
zhao ben shan 	趙本山	c=1 d=0.055299 t=11833
zhao bu da 	找不大	c=1 d=1 t=10633
zhao bu dao 	找不到	c=2 d=0.109701 t=11833
zhao dao 	找到	c=6 d=0.218806 t=11833
zhao dian 	找點	c=1 d=7.03467e-10 t=11833
zhao huan 	召喚	c=7 d=5.20196 t=11833
zhao jia 	招架	c=2 d=0.00798652 t=11833
zhao men 	罩門	c=0 d=8.15341e-12 t=11833
zhao ming 	照明	c=5 d=0.289369 t=11833
zhao ni 	找你	c=2 d=0.0216013 t=11833
zhao pian 	照片	c=2 d=0.159614 t=11833
zhao ping 	找平	c=1 d=0.0867261 t=11833
zhao sheng 	招生	c=1 d=0.548812 t=11833
zhao wo 	找我	c=1 d=0.0685632 t=11833
zhao yi ge 	找一個	c=1 d=6.3378e-18 t=11833
zhao zhao 	找找	c=1 d=0.271173 t=11833
zhe 	着	c=5 d=0.760013 t=11833
zhe 	者	c=1 d=0.10383 t=11833
zhe 	這	c=37 d=1.53686 t=11833
zhe bi 	這筆	c=0 d=0.1 t=11370
zhe bian 	這邊	c=17 d=0.488164 t=11833
zhe bu fen 	這部分	c=2 d=0.00744658 t=11833
zhe ci 	這次	c=4 d=0.706131 t=11833
zhe dao shi 	這倒是	c=1 d=0.00128115 t=11833
zhe dian 	這點	c=1 d=1 t=10305
zhe ge 	這個	c=93 d=4.73672 t=11833
zhe ge fu 	這個幅	c=1 d=1 t=9392
zhe ge li mian 	這個裏面	c=1 d=3.44904e-07 t=11833
zhe hai shi 	這還是	c=1 d=2.54895e-08 t=11833
zhe hong 	赭紅	c=1 d=1.09246e-11 t=11833
zhe hua 	這話	c=0 d=0.0814647 t=11833
zhe hua si 	這話死	c=4 d=0.818731 t=11833
zhe ji ge 	這幾個	c=1 d=1.80056e-07 t=11833
zhe ji nian 	這幾年	c=1 d=0.0023935 t=11833
zhe jian shi 	這件事	c=1 d=0.00400585 t=11833
zhe jiu 	這就	c=1 d=1.43875e-15 t=11833
zhe li 	這裏	c=1 d=5.44943e-06 t=11833
zhe li mian 	這裏面	c=1 d=0.117068 t=11833
zhe liang ge 	這兩個	c=2 d=0.529033 t=11833
zhe liang nian 	這兩年	c=1 d=2.56172e-08 t=11833
zhe me 	這麼	c=9 d=1.07699 t=11833
zhe me kuai 	這麼快	c=1 d=0.00196945 t=11833
zhe shi 	這是	c=16 d=3.61385 t=11833
zhe si 	這廝	c=1 d=0.235746 t=11833
zhe tiao 	這條	c=2 d=6.39779e-13 t=11833
zhe xiang 	這項	c=1 d=0.329559 t=11833
zhe xie 	這些	c=7 d=0.0428184 t=11833
zhe xuan 	這選	c=1 d=5.71404e-05 t=11833
zhe yang 	這樣	c=12 d=1.05746 t=11833
zhe yang na ge 	這樣那個	c=1 d=1 t=8906
zhe yi 	這一	c=0 d=0.00702988 t=11833
zhe yi bu fen 	這一部分	c=1 d=0.00951391 t=11833
zhe yi kuai 	這一塊	c=1 d=1.02406e-15 t=11833
zhe zhang 	這張	c=1 d=1 t=11558
zhe zhong 	這種	c=5 d=9.68826e-07 t=11833
zhen 	幀	c=1 d=0.00733572 t=11833
zhen 	振	c=1 d=1.96979e-05 t=11833
zhen 	真	c=6 d=0.181151 t=11833
zhen 	針	c=5 d=0.12563 t=11833
zhen 	鎮	c=4 d=0.0277644 t=11833
zhen 	陣	c=1 d=0.000160856 t=11833
zhen dao 	振搗	c=1 d=3.07488e-09 t=11833
zhen de 	真的	c=4 d=0.537902 t=11833
zhen dui 	針對	c=2 d=0.0650524 t=11833
zhen ren 	真人	c=2 d=0.499623 t=11833
zhen zheng 	真正	c=1 d=1.0417e-10 t=11833
zheng 	整	c=2 d=6.63111e-16 t=11833
zheng 	正	c=4 d=0.0230783 t=11833
zheng 	證	c=1 d=0.00485578 t=11833
zheng chang 	正常	c=2 d=0.0415857 t=11833
zheng fu 	正負	c=1 d=1 t=9249
zheng hao 	正好	c=2 d=0.00687406 t=11833
zheng he 	整合	c=1 d=4.95809e-12 t=11833
zheng jian 	證件	c=4 d=1.92434 t=11083
zheng jiao 	正交	c=1 d=3.85271e-15 t=11833
zheng li 	整理	c=3 d=0.301091 t=11833
zheng qiu 	徵求	c=1 d=1 t=11124
zheng qu 	爭取	c=2 d=1 t=11736
zheng que 	正確	c=3 d=8.52202e-06 t=11833
zheng shi 	正式	c=3 d=4.13889e-09 t=11833
zheng shu 	證書	c=2 d=1.72979 t=9790
zheng ti 	整體	c=4 d=0.349945 t=11833
zheng tian 	整天	c=1 d=4.13923e-06 t=11833
zheng xia fang 	正下方	c=1 d=2.30717e-12 t=11833
zheng xiang 	正向	c=1 d=1.05217e-10 t=11833
zheng xie 	政協	c=1 d=0.163654 t=11833
zheng zheng 	整整	c=1 d=1.0365e-10 t=11833
zheng zhi 	政治	c=1 d=9.66427e-11 t=11833
zheng zhi ju 	政治局	c=1 d=9.52039e-11 t=11833
zheng zhou 	鄭州	c=1 d=0.0871609 t=11833
zhi 	之	c=6 d=0.276031 t=11833
zhi 	值	c=3 d=0.00105833 t=11833
zhi 	只	c=1 d=6.44256e-05 t=11833
zhi 	執	c=1 d=1 t=11472
zhi 	指	c=4 d=0.000693845 t=11833
zhi 	支	c=3 d=0.631284 t=11833
zhi 	痣	c=1 d=1.13138e-11 t=11833
zhi 	直	c=2 d=1.01889e-15 t=11833
zhi 	至	c=6 d=0.0461992 t=11833
zhi 	製	c=1 d=1 t=11817
zhi 	質	c=1 d=0.311923 t=11833
zhi biao 	指標	c=1 d=0.606531 t=11833
zhi bo 	直播	c=3 d=0.388687 t=11833
zhi chi 	支持	c=9 d=0.620865 t=11833
zhi dao 	直到	c=1 d=5.5042e-06 t=11833
zhi dao 	知道	c=7 d=0.228779 t=11833
zhi ding 	制定	c=1 d=0.0490458 t=11833
zhi ding 	指定	c=4 d=0.66499 t=11833
zhi fang 	置放	c=1 d=1.04945e-09 t=11833
zhi fu 	之父	c=1 d=2.82335e-05 t=11833
zhi hou 	之後	c=16 d=0.953333 t=11833
zhi hui 	智慧	c=3 d=1.87779 t=9020
zhi hui bu 	指揮部	c=2 d=0.115325 t=11833
zhi jian 	之間	c=2 d=0.0372538 t=11833
zhi jie 	直接	c=9 d=1.81449 t=11833
zhi liang 	質量	c=2 d=3.18441e-09 t=11833
zhi liao 	治療	c=1 d=0.0558548 t=11833
zhi ma 	芝麻	c=1 d=3.75886e-19 t=11833
zhi neng 	只能	c=7 d=0.798078 t=11833
zhi qian 	之前	c=11 d=1.00083 t=11833
zhi qin a 	之親啊	c=1 d=0.0001917 t=11833
zhi qiu 	徵求	c=1 d=1 t=11153
zhi shao 	至少	c=1 d=1 t=10494
zhi shi 	只是	c=2 d=0.128735 t=11833
zhi shi 	知識	c=1 d=0.582748 t=11833
zhi shu 	直屬	c=1 d=0.726149 t=11833
zhi ti 	芷提	c=1 d=0.367879 t=11833
zhi xian 	直線	c=3 d=9.73454e-08 t=11833
zhi xiang 	指向	c=2 d=0.0712134 t=11833
zhi xing 	執行	c=6 d=0.0488691 t=11833
zhi yao 	只要	c=1 d=2.93199e-08 t=11833
zhi you 	只有	c=2 d=0.294743 t=11833
zhi zai 	只在	c=1 d=1.22602e-15 t=11833
zhi zhen 	指針	c=1 d=0.000812821 t=11833
zhi zhu xia 	蜘蛛俠	c=1 d=2.78132e-05 t=11833
zhi zuo 	支座	c=7 d=0.1695 t=11833
zhi zuo 	製作	c=1 d=6.36848e-16 t=11833
zhong 	中	c=110 d=2.6576 t=11833
zhong 	種	c=2 d=6.44921e-10 t=11833
zhong 	重	c=1 d=0.0113334 t=11833
zhong du 	重度	c=1 d=0.369723 t=11833
zhong duan 	終端	c=3 d=0.00506067 t=11833
zhong gong 	中共	c=1 d=7.69716e-10 t=11833
zhong guo 	中國	c=6 d=0.268728 t=11833
zhong mei 	中美	c=1 d=0.00600598 t=11833
zhong shan 	中山	c=1 d=1.57805e-14 t=11833
zhong wen 	中文	c=1 d=0.228779 t=11833
zhong wu 	中午	c=4 d=2.02166 t=11833
zhong xin 	中心	c=4 d=0.759572 t=11833
zhong xin a 	中心啊	c=1 d=1.10649e-14 t=11833
zhong xin xian 	中心線	c=2 d=0.0222183 t=11833
zhong yang 	中央	c=3 d=0.0518361 t=11833
zhong yao 	重要	c=1 d=4.26602e-08 t=11833
zhong yu 	終於	c=1 d=0.348192 t=11833
zhong zheng 	重症	c=1 d=5.4626e-05 t=11833
zhou 	周	c=4 d=2.57381e-05 t=11833
zhou 	軸	c=2 d=0.000261842 t=11833
zhou li 	軸力	c=19 d=0.00846912 t=11833
zhou mo 	週末	c=2 d=0.00621991 t=11833
zhou ri 	週日	c=1 d=8.59363e-12 t=11833
zhou san 	週三	c=3 d=0.000579983 t=11833
zhou wu 	週五	c=1 d=0.00017956 t=11833
zhou yi 	週一	c=1 d=1 t=11059
zhu 	主	c=4 d=2.13835 t=11833
zhu 	住	c=6 d=0.683099 t=11833
zhu 	朱	c=1 d=1.09001e-14 t=11833
zhu 	柱	c=1 d=2.61303e-06 t=11833
zhu 	築	c=1 d=2.00024e-09 t=11833
zhu ban 	主板	c=1 d=0.0151463 t=11833
zhu bu 	逐步	c=1 d=0.00653881 t=11833
zhu ce 	註冊	c=2 d=9.16765e-08 t=11833
zhu dao 	主導	c=1 d=0.00481991 t=11833
zhu ding 	註定	c=1 d=0.00341356 t=11833
zhu dong 	主動	c=2 d=0.000191619 t=11833
zhu jin 	住進	c=0 d=2.61347e-09 t=11833
zhu jin lai 	住進來	c=1 d=2.62658e-08 t=11833
zhu kua 	主跨	c=2 d=3.06183e-16 t=11833
zhu liang 	主樑	c=2 d=1.95123 t=11751
zhu nian 	逐年	c=1 d=0.267135 t=11833
zhu qiao 	主橋	c=2 d=0.960789 t=11833
zhu re 	貯熱	c=1 d=0.00835412 t=11833
zhu ren 	主任	c=7 d=0.923116 t=11833
zhu ru 	注入	c=1 d=0.00941925 t=11833
zhu shi 	註釋	c=1 d=0.0513033 t=11833
zhu suo 	住所	c=1 d=1 t=10342
zhu ti 	主題	c=2 d=1.6731e-15 t=11833
zhu xian 	主線	c=9 d=0.0571009 t=11833
zhu xian 	誅仙	c=1 d=9.76639e-17 t=11833
zhu yao 	主要	c=7 d=0.0493524 t=11833
zhu yi 	主義	c=1 d=2.87638e-18 t=11833
zhu yi 	注意	c=4 d=0.947164 t=11833
zhua jin 	抓緊	c=1 d=9.79167e-18 t=11833
zhuan 	專	c=1 d=5.47768e-08 t=11833
zhuan 	磚	c=1 d=3.63774e-16 t=11833
zhuan 	賺	c=2 d=0.00324681 t=11833
zhuan 	轉	c=4 d=0.0986192 t=11833
zhuan bo 	轉播	c=1 d=1 t=10980
zhuan fa 	轉發	c=1 d=1 t=10101
zhuan huan 	轉換	c=5 d=0.83527 t=11833
zhuan jiao 	轉角	c=1 d=0.000270565 t=11833
zhuan men 	專門	c=1 d=0.941765 t=11833
zhuan su 	轉速	c=1 d=0.108067 t=11833
zhuan yan 	轉眼	c=1 d=0.0575558 t=11833
zhuan ye 	專業	c=7 d=0.072805 t=11833
zhuan ye ban 	專業版	c=1 d=4.06916e-11 t=11833
zhuang 	撞	c=6 d=3.06856e-05 t=11833
zhuang 	樁	c=44 d=3.19247 t=11833
zhuang 	狀	c=1 d=1.11955e-05 t=11833
zhuang 	裝	c=7 d=0.103885 t=11833
zhuang bei 	裝備	c=1 d=5.43813e-11 t=11833
zhuang duan 	樁端	c=3 d=1.08165 t=11833
zhuang hao 	樁號	c=4 d=0.00621939 t=11833
zhuang hao 	裝好	c=4 d=3.7555e-06 t=11833
zhuang ji 	樁基	c=2 d=0.000489051 t=11833
zhuang pei 	裝配	c=1 d=0.0216013 t=11833
zhuang shen 	樁身	c=1 d=0.000639387 t=11833
zhuang shi 	裝飾	c=2 d=0.900325 t=11833
zhuang tai 	狀態	c=1 d=7.25385e-18 t=11833
zhuang ti a 	樁提啊	c=1 d=7.21767e-18 t=11833
zhui zong 	追蹤	c=1 d=0.88692 t=11833
zhun 	準	c=1 d=1 t=10956
zhun bei 	準備	c=19 d=2.12019 t=11833
zhun bie 	準別	c=1 d=1.99507e-08 t=11833
zhun que 	準確	c=2 d=0.305184 t=11833
zhun shi 	準時	c=1 d=1 t=10147
zhuo mian 	桌面	c=1 d=1.32061e-07 t=11833
zi 	子	c=5 d=1.19265 t=11833
zi 	字	c=4 d=0.728525 t=11833
zi dai 	自帶	c=1 d=1 t=11181
zi dong 	自動	c=5 d=0.985191 t=11833
zi duan 	字段	c=2 d=2.87494e-12 t=11833
zi fu 	字符	c=1 d=0.882497 t=11833
zi fu chuan 	字符串	c=1 d=0.00204983 t=11833
zi ge 	資格	c=1 d=1 t=10466
zi hou 	自後	c=1 d=0.000490542 t=11833
zi ji 	自己	c=21 d=1.344 t=11833
zi liao 	資料	c=3 d=0.0977834 t=11833
zi mu 	字幕	c=2 d=4.31036e-12 t=11833
zi mu 	字母	c=1 d=1.74823e-13 t=11833
zi neng 	自能	c=1 d=5.53744e-18 t=11833
zi nv 	子女	c=1 d=0.0186856 t=11833
zi qu 	自取	c=3 d=2.74765 t=11099
zi song 	子松	c=1 d=5.58833e-08 t=11833
zi ti 	字體	c=2 d=0.000267006 t=11833
zi xing 	自行	c=1 d=1.20695e-07 t=11833
zi xun 	諮詢	c=3 d=2.10606 t=9152
zi yuan 	資源	c=2 d=0.615697 t=11833
zi yuan guan li 	資源管理	c=1 d=2.43132e-11 t=11833
zong 	縱	c=2 d=1 t=11801
zong 	總	c=12 d=0.981528 t=11833
zong dei 	總得	c=1 d=1.73981e-15 t=11833
zong duan 	總端	c=1 d=5.54516e-05 t=11833
zong duan mian 	縱斷面	c=1 d=1.15742e-14 t=11833
zong gui 	總歸	c=1 d=0.173774 t=11833
zong jian 	總監	c=1 d=0.000403635 t=11833
zong jue 	總覺	c=0 d=0.1 t=10388
zong jue de 	總覺的	c=2 d=1.37344 t=10586
zong liang 	縱梁	c=1 d=4.05865e-10 t=11833
zong pi 	總皮	c=2 d=1.60319e-14 t=11833
zong po 	縱坡	c=3 d=2.36824e-14 t=11833
zong shi 	總是	c=1 d=0.242926 t=11833
zong ti 	總體	c=4 d=0.00210633 t=11833
zong tu 	總圖	c=6 d=0.262723 t=11833
zong xiang 	縱向	c=1 d=0.282239 t=11833
zong yu 	縱慾	c=1 d=0.346456 t=11833
zong zhi 	總之	c=1 d=0.0403566 t=11833
zou 	走	c=7 d=0.961116 t=11833
zou dao 	走道	c=1 d=4.01827e-10 t=11833
zou de 	走的	c=1 d=0.00158844 t=11833
zou lang 	走廊	c=1 d=2.06579e-06 t=11833
zou le 	走了	c=1 d=0.0397558 t=11833
zu 	族	c=1 d=0.00202943 t=11833
zu 	租	c=2 d=0.00154923 t=11833
zu 	組	c=5 d=0.299758 t=11833
zu che 	租車	c=1 d=0.00052611 t=11833
zu fang 	租房	c=4 d=0.000802068 t=11833
zu fang zi 	租房子	c=1 d=2.47362e-08 t=11833
zu he 	組合	c=6 d=0.57695 t=11833
zu li 	阻力	c=0 d=0.0327915 t=11833
zu ni 	阻尼	c=2 d=0.259877 t=11833
zu ni qi 	阻尼起	c=1 d=0.218712 t=11833
zu shi 	祖師	c=1 d=0.130029 t=11833
zu yao 	租要	c=1 d=1 t=11229
zuan kong 	鑽孔	c=1 d=0.319819 t=11833
zui 	最	c=2 d=0.000492023 t=11833
zui da 	最大	c=16 d=0.0320916 t=11833
zui duo 	最多	c=2 d=0.00522135 t=11833
zui hao 	最好	c=1 d=1 t=11146
zui hou 	最後	c=6 d=0.0863842 t=11833
zui jin 	最近	c=2 d=0.99005 t=11833
zui jing 	最精	c=1 d=6.74024e-07 t=11833
zui qi ma 	最起碼	c=1 d=0.154896 t=11833
zui qin 	最親	c=1 d=0.0230521 t=11833
zui xiao 	最小	c=4 d=0.00416181 t=11833
zui xin 	最新	c=7 d=0.597501 t=11833
zui xing 	罪行	c=2 d=0.00265848 t=11833
zui zao 	最早	c=1 d=7.24891e-10 t=11833
zui zhong 	最終	c=1 d=0.000750328 t=11833
zuo 	作	c=1 d=0.726149 t=11833
zuo 	做	c=15 d=1.93662 t=11833
zuo 	坐	c=2 d=0.806074 t=11833
zuo 	左	c=2 d=0.47388 t=11833
zuo biao 	坐標	c=2 d=1.009 t=10131
zuo ce 	左側	c=1 d=1.07917e-14 t=11833
zuo dao 	做到	c=1 d=1 t=8641
zuo hao 	做好	c=1 d=0.814647 t=11833
zuo ji 	座機	c=1 d=2.0315e-15 t=11833
zuo shen me 	做什麼	c=2 d=0.00298229 t=11833
zuo wai 	作外	c=1 d=3.31436e-09 t=11833
zuo wan 	昨晚	c=2 d=0.644657 t=11833
zuo ye 	作業	c=1 d=0.0243554 t=11833
zuo yong 	作用	c=3 d=0.0164883 t=11833
zuo you 	左右	c=2 d=0.0015867 t=11833
zuo zhu 	做主	c=1 d=1.213e-07 t=11833
